template-construction,allele-decision,no-match-fallback,output-packing,mutate-fill,seed,historical-combine-occupants,historical-dynamic-occupants,explored-status,terminal-rule-diversity,phenotype-activity-last-third,death-step,trajectory-sha256
context-quadruple-four-candidates,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,ad-hoc-template;mutating-template,,historical-combine,29,0.5531249999999999,120,3f4095b4b94e6a394226bf549827988a9b031dd547ef6da0792122210a1f8a82
context-quadruple-four-candidates,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,ad-hoc-template;mutating-template,,historical-combine,39,0.44437499999999996,120,0153f441c063a6abf8173ce0607d06b0068297a00cc6aa7369d7ec0c9fa9dae3
context-quadruple-four-candidates,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,ad-hoc-template;mutating-template,,historical-combine,36,0.18750000000000003,120,f5483e5e578f0358c2673aae13249d9b6c411ae847dfc51b58581cb6aaa9cf7b
context-quadruple-four-candidates,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,ad-hoc-template;mutating-template,,historical-combine,40,0.4131250000000001,120,18ad5a9fdc1151783f564bd33bb2c3a60d9538cf7c4f58c692469e2963a73e73
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,13,0.0,20,c875f655cb00cdedf4ae39fc25d520587e9c983a2e2d15e300b952ccd7a1fb00
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,2,0.0,18,d6f6991dd6233cba74c4362adacfb454c2eebaca7cabb3191bbf3f75cb8750e3
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,12,0.012500000000000006,120,c9a0133cc4c4c13289bd7dd331a61b280aeb9dc01a3df991284fb6676257881c
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,42,0.35937499999999994,120,c1728895c6779f451f9850c2599a90aa5e272f433f14989da8eebbb8ee5ef75c
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,46,0.366875,120,fcfde164d67eb30a21e027c8201d8ca57d9e0f5f7a8468015357307279ae6d73
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,44,0.3890625,120,b573b2642c800f52303bac038bffe9e2d45608d6f51b095eef89bd1fd773e76c
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,41,0.37625000000000003,120,c478f2cac42824d6c2522210fca8b3f00e4c77bb9cf4beb8ea7ef00f477481bd
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,53,0.4359375000000001,120,67529dc61edeceb45ba08cbae84b46c80fbd5610e1eb69626ecf2dac21416832
context-quadruple-four-candidates,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,51,0.30437500000000006,120,6bb93ff0667e7c95a5d22d171e7c8ef358e256d2d1e472abb6226c1d21e75776
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,17,0.018750000000000003,120,2c548e7d9d7f48601ae09d7a31dfd7d420f2ab91a99e1ea1bd579cfa5d591ed3
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,12,0.10000000000000005,120,2c41a391f74df43a9b6d276924d08764e9a1abe3fa741fd7d6de606f6ec39834
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,13,0.121875,120,16b23644886af624412adb1d58dd3b134205c9e8078e27161beb8d09467e98d5
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,2,0.0,41,aab33c52977feeb1cd9c35051eff9495905515e9e8eb45ad962301c8198887cc
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,2,0.0,62,3f6f7db17069e2a639d4df8ed70aed5965874b122dfaee22167b7f9dbfe24913
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,2,0.0,50,ad35a715c91c53ff95c5b5319709df9e0be7180b4095e5b7d647361af7c35556
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,22,0.4290625,120,5d190007e0e3e9e35d4096d892bf8e3caa974ec84529ff9dbb76b2973edd3322
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,33,0.2028125,120,27367dadca21360e828c27c78011ddef9fecc346ea53d51a3e44bcec44b62f89
context-quadruple-four-candidates,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,31,0.38499999999999995,120,d196c1e6d412b7836a0cbe766b554100b5d713776b4fb14934028f969b09e2f1
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,1,0.0,6,b2eabc39b8860ee5f21040ca10bc32787c57272a71f639f291be4e25e05cf4a3
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,1,0.0,10,55f876801453a60fdb99ffc3ef0ccd4f35a86523aac4dd4f17e58437ca3bf0e1
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,1,0.0,9,c7466650a9e68b552347f71325c39741ec44e8362bff642cbc7ecca1e833c30c
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,17,0.37312500000000004,120,759dd802c8f718bed251f6493742988f45abee9b5fa6eaa4787099592d44a32a
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,17,0.3540625,120,6a1fa321e7fbb0d92626e84e483f462e24a7ca5dc7d516c162f3446663736083
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,16,0.3571875,120,1f237dfa86e44d1a9cd23109d6d81995527c9b089a64fc13b42922fe10e51b02
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,17,0.210625,120,93a7ff150c2db91018af8f107a10473baa4500589e17523dcb221ccfef928f0e
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,20,0.24624999999999994,120,3c103f05f1fa1184e71ebce924f3cecf5979c15eb163d0604201f1bf126c6d46
context-quadruple-four-candidates,neighbor-agreement-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,14,0.2165625,120,408e9e8d7e333b33a0bac3d6b3b4751de8003b36664229aceba0d9b93d0b8432
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,27,0.060625,120,4abb7fc78dac76bb39edf71d46cce85d05439fd7bef3b0ce1d61fb228db73a9f
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,7,0.0,9,d8472a9817614fc40922e4713f3a4aef6ea539897e385bc981bdb1a72ceda606
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,13,0.025312499999999998,120,001a69f6b07a037297676eb012b3d78b0bc358e6cbef9222d658d2a0d1390316
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,4,0.0,52,142ac5893afcd778b590ba0b38dd145af5baa1839b2873180574a439757bd62b
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,3,0.0,77,7d13726e0edfd6c6aacaa03c7e63e06febd0bf7cb1dd0c784256c96a171097c1
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,3,0.0015625,87,63acac3d396e5fc9015d82976be0fd84791f283e3db7bd892f1e8147e4bd16ff
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,33,0.263125,120,0766a38e5d2461bf40835b4c4048744312e69086dd871dc378d507fb75ba307a
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,30,0.26375000000000004,120,c279beafab6955f78b25f9dd05524b428ac4277a84b7fb74a08aea640ee299bd
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,25,0.22437500000000005,120,17b96e79f1e4543532a1e766346dc854642c38a472b8335cdcdc53d6fe6b05ed
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,1,0.0,6,b2eabc39b8860ee5f21040ca10bc32787c57272a71f639f291be4e25e05cf4a3
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,1,0.0,10,55f876801453a60fdb99ffc3ef0ccd4f35a86523aac4dd4f17e58437ca3bf0e1
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,1,0.0,9,c7466650a9e68b552347f71325c39741ec44e8362bff642cbc7ecca1e833c30c
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,17,0.37312500000000004,120,759dd802c8f718bed251f6493742988f45abee9b5fa6eaa4787099592d44a32a
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,17,0.3540625,120,6a1fa321e7fbb0d92626e84e483f462e24a7ca5dc7d516c162f3446663736083
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,16,0.3571875,120,1f237dfa86e44d1a9cd23109d6d81995527c9b089a64fc13b42922fe10e51b02
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,17,0.210625,120,93a7ff150c2db91018af8f107a10473baa4500589e17523dcb221ccfef928f0e
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,20,0.24624999999999994,120,3c103f05f1fa1184e71ebce924f3cecf5979c15eb163d0604201f1bf126c6d46
context-quadruple-four-candidates,all-three-zero-or-one-neighbors-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,14,0.2165625,120,408e9e8d7e333b33a0bac3d6b3b4751de8003b36664229aceba0d9b93d0b8432
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,10,0.025000000000000012,120,02d0eb2e4094cf9f27c8efe785f317c90dc9669b6cf557ece1a73976368aa264
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,17,0.0625,120,a1c4225378be56bcf7739d669376a9864ff579c0cb08d0160caca77843b65a63
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,27,0.159375,120,376c0918ee554df6927056da8af992ea3c87b62a0860c9348d5ef68edd879642
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,12,0.5009375,120,3b70056543a91a043487a060978bf108fd076bcfffd499b6dc66f94487a34714
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,29,0.4703125000000001,120,bab3abe2772f27ec1ac909b4e5fa02545b2ef52bb5e5d24e4ea4adaf542dbb91
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,23,0.4499999999999999,120,3162742fe6a53ae5d4596c84cf404dbf3fefbc39a3e9d92364837286db46a32c
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,23,0.4031249999999999,120,ae23bad6c022444ca82a6bcacf7534f8cb70d683911e7f078d0fe09d5670e141
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,17,0.5021875,120,174734fd2d0129d6f807e8daddd457a174408877cc5181f76ee3941ae5d3e991
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,10,0.5859375000000001,120,a0a6e3183ba3e4d65c639a764de1168e9e3c05fe17d983f2ced948fd356d6e76
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,67,0.5650000000000001,120,cb173e32444cf446c9f2fca0297347339949bfdcbac72aeea15acb10e7c0476c
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,54,0.5490625000000002,120,15004608112faaa4f66ecc69ae2bf031142f4b794cd026e92fd36aa1b7dd53e7
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,55,0.5499999999999999,120,649d0e83817aac88a807baa17a70cd8b25d83a283c02e65148bd11a098488ef4
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,33,0.5084374999999998,120,70969eb2d31461204a32827e175a93cfb1368e248c2dda0b9cd00633fd620122
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,27,0.5059375000000002,120,33ac2e02d39d383b42da184addfce90034bd634314e493fe7df44b4c8d24773e
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,33,0.5000000000000002,120,c1641f2e770f8969640c4613e065b195ed40d59bf6830e1ed9beb2cf72accf30
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,19,0.5009375,120,9d4606e327b4d49b93d4613f347c03e20fd84cb4485d82c0daf9176e014dce56
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,21,0.505,120,b5ffd8bb0fac90d9bea925177e5874df27f8cca15608c1b400ae1e14496fb420
context-quadruple-four-candidates,neighbor-agreement-optionally-flipped-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,16,0.4984375000000001,120,f4552d3179be322c431152b85abb093f870d866c9e13110eb10aae75851626c8
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,22,0.0,8,4becb4988cf32db531e16f683371c1a65c05bf0730b91aff4ff109f504724f3a
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,20,0.0,7,4e6ab697e0109601c1e774ead2c7e5771a6d854b9ca29134a19834dc0dae4ff1
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,25,0.0,6,8a3cb920abcfe0a7dc46069997713ad73114105dbbf7325ed4ffdf7cecb748a9
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,37,0.008750000000000003,120,89d67dc39f2bdbecb8f838c523dda9a14e90f8c8868ff812a9bcde7b4117ab13
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,33,0.013125000000000001,119,3bd766e10bf066a825d76e98fe1c948c8165c37f8d0d8927a89df77ef66a4743
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,41,0.0056250000000000015,120,a8c60565198e5268aba069454c161887b68491bf2d8600cff961fa60f477a17a
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,64,0.22843750000000002,120,902d86f8aafd30395ed2d2419a2ba25ae9b1890470c9e27315c8fad0d81f89c6
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,59,0.22281249999999994,120,8c3cb26a5028c6d514427b1324e9d525229a905eb438619b8b3212ddb1fa5472
context-quadruple-candidates-filtered-toward-balance,center-local-rule,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,56,0.244375,120,17617ce1c9fa93b45818fda4b63cdf5ffc94befb35e4645fedea8494ab1ec4dd
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,22,0.0,8,4becb4988cf32db531e16f683371c1a65c05bf0730b91aff4ff109f504724f3a
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,20,0.0,7,4e6ab697e0109601c1e774ead2c7e5771a6d854b9ca29134a19834dc0dae4ff1
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,25,0.0,6,8a3cb920abcfe0a7dc46069997713ad73114105dbbf7325ed4ffdf7cecb748a9
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,37,0.008750000000000003,120,89d67dc39f2bdbecb8f838c523dda9a14e90f8c8868ff812a9bcde7b4117ab13
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,33,0.013125000000000001,119,3bd766e10bf066a825d76e98fe1c948c8165c37f8d0d8927a89df77ef66a4743
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,41,0.0056250000000000015,120,a8c60565198e5268aba069454c161887b68491bf2d8600cff961fa60f477a17a
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,64,0.22843750000000002,120,902d86f8aafd30395ed2d2419a2ba25ae9b1890470c9e27315c8fad0d81f89c6
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,59,0.22281249999999994,120,8c3cb26a5028c6d514427b1324e9d525229a905eb438619b8b3212ddb1fa5472
context-quadruple-candidates-filtered-toward-balance,center-local-rule,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,56,0.244375,120,17617ce1c9fa93b45818fda4b63cdf5ffc94befb35e4645fedea8494ab1ec4dd
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,collection-template,collection-template,historical-combine,18,0.012500000000000006,120,42e905527eea431174d221e57ce92cd736df275a5fe97cbbd456ae5a2a5f4da7
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,collection-template,collection-template,historical-combine,10,0.0,24,e1e92b5abee14c4fde954cff4fcd968b15ca083102916f0cd7b1741c283f0463
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,collection-template,collection-template,historical-combine,16,0.025000000000000012,120,5c6c561ef6a4f431acda0b867192dfc061644009098b4a0cfd6f6a01f3a92a9c
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,collection-template,,historical-combine,34,0.2975,120,b7dfbd3dda486ed10c7e3cfa43b33114b26ae3f7d22b11c8cb5764de7ad95840
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,collection-template,,historical-combine,30,0.3124999999999999,120,7f7e95a6dce777cfcd233866e6675a2ee036ec035a63faf17b34d88a4180c22e
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,3,collection-template,,historical-combine,35,0.24562500000000004,120,79c94c0c79b845e47601b3666ef6058e966d203f6c5d47a2a7e568bc1bd485d0
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,1,collection-template,,historical-combine,55,0.1771875,120,d4bf98c1d3d20d90d242e1ca71df7e13eb84ec18962d4926b63aa9e7385beca3
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,2,collection-template,,historical-combine,53,0.2909375,120,b4852a72eb3dd1a425adee1b91e265570a90c063f551fff14b0aa16d2978574a
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-rot2,3,collection-template,,historical-combine,50,0.27343749999999994,120,fb11cf8cb98553921fe515936170af6290e6fba5e4f17772477b83852c25af64
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,1,0.0,17,e01931ea2831a34b8633b883e2841c8233441bac4f67b238cb5c3e40196930dd
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,1,0.0,13,1b8b40eeb310f16de86e690d46f68a1aae05e2fafb07a2b73fcdba306af41452
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,1,0.0,14,ef495b245115e68bb501e906c2eca1a718dabccd872338faa04f6f2c885f212b
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,40,0.414375,120,432725b1671070eb4d32402007a0766fd9f4b06985c36968f215c0d6a90ec54e
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,49,0.43968750000000006,120,9e469629ddf941b74b7417b88c0400d33e85115f3b4ab356217c7f4be673e6fd
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-s1,3,,,unexplored-combine,39,0.40093749999999995,120,d6304a090d4ea55561ba58a7be26d14dad01b061de84743ed42e0bfa6d13b87f
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,1,,,unexplored-combine,44,0.2578124999999999,120,fc10e9d87975761b8f6288bbeffe6671fa9fb37a08213f8d6d23e2efe9635104
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,2,,,unexplored-combine,41,0.2659375,120,8fa80a418fcb1a4f43177c775c3e34865b3d11c98b475717ecf707fe7b733c88
context-quadruple-candidates-filtered-toward-balance,first-template-match-else-fallback,constant-zero,eight-bits-to-rule-byte,rule-permute-rot2,3,,,unexplored-combine,43,0.304375,120,57e1a38bb0c8a190a1077a883c8bcdd1fad22902550e2debe0c4ccbeda272952
context-quadruple-candidates-filtered-toward-balance,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,1,,,unexplored-combine,17,0.018750000000000003,120,2c548e7d9d7f48601ae09d7a31dfd7d420f2ab91a99e1ea1bd579cfa5d591ed3
context-quadruple-candidates-filtered-toward-balance,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,2,,,unexplored-combine,12,0.10000000000000005,120,2c41a391f74df43a9b6d276924d08764e9a1abe3fa741fd7d6de606f6ec39834
context-quadruple-candidates-filtered-toward-balance,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,no-mutation,3,,,unexplored-combine,13,0.121875,120,16b23644886af624412adb1d58dd3b134205c9e8078e27161beb8d09467e98d5
context-quadruple-candidates-filtered-toward-balance,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,1,,,unexplored-combine,2,0.0,41,aab33c52977feeb1cd9c35051eff9495905515e9e8eb45ad962301c8198887cc
context-quadruple-candidates-filtered-toward-balance,neighbor-agreement-else-fallback,center-truth-table-local-rule,eight-bits-to-rule-byte,rule-permute-s1,2,,,unexplored-combine,2,0.0,62,3f6f7db17069e2a639d4df8ed70aed5965874b122dfaee22167b7f9dbfe24913
