sigma,death-seeds,terminal-rules-seeds,cluster,pc1,pc2,death-mean,death-range,terminal-rules-mean,phenotype-activity-per-cell,entropy-early,entropy-middle,entropy-late,entropy-terminal,top1-terminal,top4-terminal,active-rules-terminal,terminal-rule-flux,class4-early,class4-middle,class4-late,class4-terminal,class4-peak,entropy-delta
41703526,120|120|120,37|30|36,1,-3.54806293,0.293356700,120.000000,0.00000000,34.3333333,0.379398148,0.629355504,0.613473176,0.602231170,0.614102329,0.0722222222,0.238888889,34.3333333,0.455555556,0.0881944444,0.0780555556,0.112601626,0.105555556,0.255555556,-0.0271243340
41735620,120|120|120,29|33|33,1,-2.45597328,-2.00875720,120.000000,0.00000000,31.6666667,0.180648148,0.597144538,0.566869110,0.592498642,0.583606911,0.116666667,0.322222222,31.6666667,0.388888889,0.0202777778,0.00625000000,0.0159891599,0.0222222222,0.0833333333,-0.00464589627
41762350,120|120|120,40|11|31,1,-1.16268694,-1.96163098,120.000000,0.00000000,27.3333333,0.125694444,0.597772605,0.534829978,0.526698469,0.514526814,0.216666667,0.461111111,27.3333333,0.311111111,0.0213888889,0.00861111111,0.0184281843,0.00555555556,0.0888888889,-0.0710741357
41763205,120|120|120,12|13|12,1,1.12613272,1.39801797,120.000000,0.00000000,12.3333333,0.119305556,0.511865991,0.412888210,0.413445805,0.410113112,0.211111111,0.588888889,12.3333333,0.144444444,0.100833333,0.173472222,0.115989160,0.194444444,0.338888889,-0.0984201858
42031567,120|120|120,19|17|18,1,-0.153664680,-0.792304063,120.000000,0.00000000,18.0000000,0.180092593,0.593932577,0.478093833,0.465718844,0.473420138,0.166666667,0.483333333,18.0000000,0.233333333,0.0541666667,0.0580555556,0.0567750678,0.0388888889,0.150000000,-0.128213732
42037651,120|120|120,20|27|26,1,-1.61051503,-1.71621257,120.000000,0.00000000,24.3333333,0.208194444,0.623260568,0.553728740,0.539401406,0.531998849,0.105555556,0.383333333,24.3333333,0.350000000,0.0313888889,0.0133333333,0.00975609756,0.0222222222,0.0833333333,-0.0838591612
42053176,120|120|120,1|1|1,0,7.48931210,-1.09553138,120.000000,0.00000000,1.00000000,0.0791203704,0.371940916,0.00956134320,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0441666667,0.000138888889,0.00000000,0.00000000,0.111111111,-0.371940916
42071563,120|120|112,7|8|13,0,3.49508718,-1.52230974,117.333333,8.00000000,9.33333333,0.0621296296,0.464053128,0.304856893,0.285049173,0.280682956,0.377777778,0.894444444,9.33333333,0.105555556,0.0304166667,0.00750000000,0.00528455285,0.0166666667,0.111111111,-0.179003955
42167053,120|120|120,22|19|19,1,0.0960494127,-1.27112751,120.000000,0.00000000,20.0000000,0.172175926,0.545045665,0.450769360,0.441070372,0.472221363,0.222222222,0.516666667,20.0000000,0.244444444,0.0477777778,0.0213888889,0.0262872629,0.0277777778,0.122222222,-0.103975293
42170365,120|120|120,16|21|16,1,0.770935311,-1.16396658,120.000000,0.00000000,17.6666667,0.124305556,0.541932945,0.393651282,0.415233550,0.450834532,0.211111111,0.555555556,17.6666667,0.172222222,0.0190277778,0.0548611111,0.0548780488,0.0277777778,0.155555556,-0.126699395
42301576,120|120|120,12|11|14,0,2.23248705,-1.16240396,120.000000,0.00000000,12.3333333,0.272592593,0.527673506,0.407680540,0.320801057,0.313740623,0.494444444,0.783333333,12.3333333,0.166666667,0.0288888889,0.0176388889,0.0163956640,0.0111111111,0.100000000,-0.206872449
42310567,120|120|120,33|28|30,1,-2.01205057,-0.552854522,120.000000,0.00000000,30.3333333,0.223703704,0.596297505,0.523369205,0.548833896,0.568957631,0.138888889,0.361111111,30.3333333,0.338888889,0.0716666667,0.0731944444,0.0811653117,0.0277777778,0.200000000,-0.0474636086
42350761,120|120|120,17|23|18,1,-0.119289033,3.88486729,120.000000,0.00000000,19.3333333,0.217824074,0.541228829,0.457215601,0.461108594,0.441393629,0.266666667,0.594444444,19.3333333,0.261111111,0.145972222,0.272222222,0.305826558,0.344444444,0.477777778,-0.0801202351
42367501,120|120|120,24|20|16,1,0.156183883,6.13891031,120.000000,0.00000000,20.0000000,0.341574074,0.504729194,0.343789441,0.395567443,0.453666338,0.261111111,0.572222222,20.0000000,0.222222222,0.214583333,0.496944444,0.343902439,0.288888889,0.666666667,-0.109161751
42370156,120|120|120,14|25|19,1,0.779960783,-2.11700566,120.000000,0.00000000,19.3333333,0.0895370370,0.543874935,0.452670981,0.423221382,0.410181268,0.322222222,0.672222222,19.3333333,0.261111111,0.00958333333,0.00652777778,0.00149051491,0.00000000,0.0555555556,-0.120653553
42510673,120|120|120,17|24|24,1,-0.163796651,-0.384704481,120.000000,0.00000000,21.6666667,0.205370370,0.592262750,0.504747357,0.467045083,0.449843023,0.311111111,0.583333333,21.6666667,0.255555556,0.0700000000,0.0544444444,0.0504065041,0.0777777778,0.200000000,-0.125217667
42563701,46|24|43,1|1|1,0,9.01347881,-1.74568859,37.6666667,22.0000000,1.00000000,0.0341203704,0.355313070,0.0150615421,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0287500000,0.00277777778,0.00000000,0.00000000,0.111111111,-0.355313070
42570631,40|30|20,1|1|1,0,9.14058986,-2.04398911,30.0000000,20.0000000,1.00000000,0.0319444444,0.350558074,0.00380020339,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0101388889,0.00000000,0.00000000,0.00000000,0.0777777778,-0.350558074
42605173,120|120|120,38|43|38,1,-3.98439554,-1.46113401,120.000000,0.00000000,39.6666667,0.339675926,0.647578191,0.644172647,0.643742866,0.634001650,0.0944444444,0.266666667,39.6666667,0.472222222,0.0293055556,0.0361111111,0.0273712737,0.0388888889,0.116666667,-0.00383532432
42635107,120|120|120,42|38|33,1,-3.53350891,-1.85010982,120.000000,0.00000000,37.6666667,0.241435185,0.635751762,0.622327541,0.630446630,0.619928968,0.0888888889,0.288888889,37.6666667,0.461111111,0.0316666667,0.0187500000,0.0184281843,0.0166666667,0.0888888889,-0.00530513193
42670531,120|120|120,10|15|18,0,1.89121773,-1.91500968,120.000000,0.00000000,14.3333333,0.0960648148,0.526648229,0.412222256,0.365971847,0.352615266,0.450000000,0.727777778,14.3333333,0.200000000,0.0165277778,0.00513888889,0.00135501355,0.00000000,0.0611111111,-0.160676383
42673510,101|120|120,10|22|22,0,1.78806877,-2.08871837,113.666667,19.0000000,18.0000000,0.0728703704,0.514368189,0.383082961,0.403494788,0.393783524,0.411111111,0.666666667,18.0000000,0.194444444,0.00861111111,0.00125000000,0.00325203252,0.0277777778,0.0611111111,-0.110873401
43017256,64|120|120,2|5|4,0,5.33136329,-0.406528400,101.333333,56.0000000,3.66666667,0.172037037,0.573240483,0.355607946,0.209770324,0.173545362,0.555555556,0.988888889,3.66666667,0.0277777778,0.0293055556,0.0488888889,0.0986449864,0.0833333333,0.155555556,-0.363470159
43062157,120|120|120,31|10|13,1,0.0101742357,-1.33243196,120.000000,0.00000000,18.0000000,0.250925926,0.633712411,0.523902853,0.461084344,0.434590888,0.222222222,0.600000000,18.0000000,0.211111111,0.0365277778,0.0156944444,0.0140921409,0.00555555556,0.105555556,-0.172628067
43102756,120|120|120,41|38|40,1,-4.02454838,-1.30725353,120.000000,0.00000000,39.6666667,0.346666667,0.650107000,0.623200487,0.638258882,0.638535904,0.0944444444,0.222222222,39.6666667,0.477777778,0.0547222222,0.0300000000,0.0262872629,0.0166666667,0.133333333,-0.0118481181
43160527,120|120|120,16|16|14,1,0.731956737,0.512960925,120.000000,0.00000000,15.3333333,0.195277778,0.597797647,0.492641190,0.434249345,0.382048898,0.372222222,0.705555556,15.3333333,0.238888889,0.0734722222,0.109305556,0.126829268,0.127777778,0.222222222,-0.163548302
43205167,120|120|120,32|34|46,1,-3.63513319,-1.11230063,120.000000,0.00000000,37.3333333,0.329398148,0.665483702,0.652583757,0.609731069,0.614891671,0.133333333,0.277777778,37.3333333,0.466666667,0.0416666667,0.0551388889,0.0491869919,0.0277777778,0.144444444,-0.0557526324
43215670,120|120|120,30|15|33,1,-0.987497325,-1.72922217,120.000000,0.00000000,26.0000000,0.372407407,0.606636296,0.521483173,0.520364139,0.470884002,0.311111111,0.566666667,26.0000000,0.294444444,0.0120833333,0.00750000000,0.00514905149,0.00000000,0.0500000000,-0.0862721570
43216705,120|120|120,23|14|21,1,-0.0963065087,0.443768806,120.000000,0.00000000,19.3333333,0.207129630,0.615455324,0.497675512,0.470290561,0.444316961,0.272222222,0.577777778,19.3333333,0.233333333,0.0500000000,0.0988888889,0.144986450,0.127777778,0.277777778,-0.145164763
43256071,120|120|120,32|19|21,1,-1.51062708,1.03212612,120.000000,0.00000000,24.0000000,0.248796296,0.655599860,0.608040941,0.527608428,0.510898136,0.161111111,0.455555556,24.0000000,0.277777778,0.0693055556,0.0847222222,0.166531165,0.244444444,0.294444444,-0.127991432
43507216,120|101|120,3|2|3,0,4.94973953,7.45850930,113.666667,19.0000000,2.66666667,0.223611111,0.583362584,0.379218259,0.150986725,0.0866095296,0.827777778,1.00000000,2.66666667,0.0333333333,0.147638889,0.325277778,0.565176152,0.650000000,0.722222222,-0.432375859
43521670,120|120|120,19|24|36,1,-1.50498512,-1.27169816,120.000000,0.00000000,26.3333333,0.346064815,0.604780235,0.583741348,0.512349362,0.519996871,0.194444444,0.450000000,26.3333333,0.305555556,0.0286111111,0.0200000000,0.0363143631,0.0333333333,0.0944444444,-0.0924308732
43572160,120|120|120,27|25|32,1,-1.26421814,-0.434071197,120.000000,0.00000000,28.0000000,0.417037037,0.605278581,0.496018986,0.467586908,0.521799409,0.227777778,0.483333333,28.0000000,0.300000000,0.0588888889,0.0856944444,0.0284552846,0.0222222222,0.172222222,-0.137691672
43650172,120|120|120,29|33|18,1,-1.41011161,1.61561668,120.000000,0.00000000,26.6666667,0.226388889,0.595538256,0.550022575,0.502328961,0.533214221,0.177777778,0.422222222,26.6666667,0.266666667,0.138333333,0.161805556,0.166124661,0.122222222,0.366666667,-0.0932092948
43650712,120|120|119,12|13|5,0,2.54717849,1.24436273,119.666667,1.00000000,10.0000000,0.180787037,0.558928067,0.453170254,0.313839851,0.267528980,0.572222222,0.855555556,10.0000000,0.155555556,0.154027778,0.150138889,0.0619241192,0.0444444444,0.316666667,-0.245088215
43760215,120|120|120,20|23|18,1,-0.536997580,0.822703217,120.000000,0.00000000,20.3333333,0.219444444,0.558226220,0.468359786,0.477706200,0.491260226,0.166666667,0.455555556,20.3333333,0.261111111,0.0718055556,0.139305556,0.149864499,0.138888889,0.294444444,-0.0805200195
45036271,120|120|120,42|40|37,1,-3.93103847,0.127777399,120.000000,0.00000000,39.6666667,0.380231481,0.640911817,0.620908423,0.636607421,0.626008751,0.116666667,0.283333333,39.6666667,0.450000000,0.106250000,0.108333333,0.0665311653,0.0666666667,0.227777778,-0.00430439638
45037261,120|120|120,33|45|46,1,-4.33804272,-0.00992838613,120.000000,0.00000000,41.3333333,0.428611111,0.650467420,0.622105446,0.635027157,0.648921055,0.0666666667,0.216666667,41.3333333,0.477777778,0.0783333333,0.103472222,0.0834688347,0.0666666667,0.227777778,-0.0154402635
45071263,120|120|120,13|25|25,1,-0.659807218,0.485600281,120.000000,0.00000000,21.0000000,0.239814815,0.506569406,0.460094891,0.512141709,0.484093968,0.172222222,0.488888889,21.0000000,0.288888889,0.0880555556,0.144583333,0.0964769648,0.0722222222,0.283333333,0.00557230384
45076312,120|120|120,32|27|30,1,-2.29516715,0.256939898,120.000000,0.00000000,29.6666667,0.267175926,0.583569155,0.541491617,0.569512355,0.572798949,0.105555556,0.333333333,29.6666667,0.344444444,0.119027778,0.101944444,0.0708672087,0.0555555556,0.266666667,-0.0140568007
45102367,120|120|120,36|43|36,1,-3.88808756,-0.601983185,120.000000,0.00000000,38.3333333,0.373101852,0.633921273,0.630902277,0.617919862,0.629241405,0.0777777778,0.261111111,38.3333333,0.483333333,0.0754166667,0.0459722222,0.0750677507,0.0277777778,0.194444444,-0.0160014111
45137062,120|120|120,5|7|9,0,3.11652612,3.10278487,120.000000,0.00000000,7.00000000,0.205648148,0.579847857,0.306809494,0.255892165,0.263165283,0.372222222,0.944444444,7.00000000,0.105555556,0.100555556,0.201944444,0.258130081,0.272222222,0.444444444,-0.323955692
45162073,120|120|120,27|28|24,1,-2.07639503,1.00640753,120.000000,0.00000000,26.3333333,0.318750000,0.592763631,0.597188360,0.570014982,0.547258688,0.111111111,0.377777778,26.3333333,0.283333333,0.110833333,0.0934722222,0.128048780,0.177777778,0.283333333,-0.0227486492
45173260,118|116|120,12|11|16,0,1.90364291,-1.93425082,118.000000,4.00000000,13.0000000,0.0727777778,0.509872257,0.417352618,0.394243440,0.368573675,0.311111111,0.722222222,13.0000000,0.133333333,0.0162500000,0.00625000000,0.00298102981,0.00555555556,0.0666666667,-0.115628817
45206317,120|120|120,27|23|25,1,-1.71294663,2.18519848,120.000000,0.00000000,25.0000000,0.347222222,0.595855516,0.532260240,0.529040641,0.528415589,0.172222222,0.427777778,25.0000000,0.322222222,0.166666667,0.220000000,0.144715447,0.122222222,0.361111111,-0.0668148747
45216307,120|120|120,39|39|45,1,-3.84448563,-0.816534683,120.000000,0.00000000,41.0000000,0.275416667,0.648196031,0.620943306,0.612749244,0.644702976,0.0722222222,0.244444444,41.0000000,0.444444444,0.0611111111,0.0629166667,0.0658536585,0.0388888889,0.194444444,-0.0354467869
45231607,120|120|120,27|32|24,1,-1.83848420,-0.119082169,120.000000,0.00000000,27.6666667,0.266574074,0.600211460,0.534600287,0.543184084,0.541858603,0.155555556,0.405555556,27.6666667,0.350000000,0.0861111111,0.0934722222,0.0718157182,0.0666666667,0.205555556,-0.0570273759
45237061,120|120|120,42|34|33,1,-3.58210922,0.102979814,120.000000,0.00000000,36.3333333,0.340138889,0.631272722,0.620742611,0.600781058,0.613777928,0.0777777778,0.266666667,36.3333333,0.461111111,0.0880555556,0.0990277778,0.0776422764,0.0777777778,0.266666667,-0.0304916644
45273016,120|120|120,18|17|23,1,0.544672129,-1.49777068,120.000000,0.00000000,19.3333333,0.131805556,0.554522890,0.488254520,0.407623192,0.428744030,0.327777778,0.605555556,19.3333333,0.266666667,0.0358333333,0.0241666667,0.0168021680,0.0166666667,0.105555556,-0.146899697
45306172,120|120|120,25|27|30,1,-2.07773550,-0.824285839,120.000000,0.00000000,27.3333333,0.324490741,0.592448955,0.533001689,0.544280447,0.559671398,0.105555556,0.338888889,27.3333333,0.372222222,0.0568055556,0.0523611111,0.0486449864,0.0388888889,0.144444444,-0.0481685086
45601732,120|120|120,23|27|24,1,-1.86460727,1.37805866,120.000000,0.00000000,24.6666667,0.396759259,0.579612818,0.578975690,0.553663494,0.528470852,0.116666667,0.405555556,24.6666667,0.266666667,0.143194444,0.124444444,0.0995934959,0.144444444,0.294444444,-0.0259493246
45610273,120|120|120,11|26|21,1,0.0468638686,4.59599389,120.000000,0.00000000,19.3333333,0.221620370,0.584695268,0.511880407,0.442517305,0.411600902,0.400000000,0.600000000,19.3333333,0.238888889,0.140972222,0.229166667,0.381165312,0.483333333,0.511111111,-0.142177963
45617230,120|120|120,29|32|40,1,-2.35628272,-0.871295966,120.000000,0.00000000,33.6666667,0.294861111,0.622858138,0.552586199,0.546006026,0.579618069,0.172222222,0.355555556,33.6666667,0.344444444,0.0786111111,0.0311111111,0.0279132791,0.0166666667,0.177777778,-0.0768521122
45623071,120|120|120,27|24|25,1,-0.596680793,-0.446701728,120.000000,0.00000000,25.3333333,0.179027778,0.555532921,0.463944556,0.471166706,0.500859044,0.250000000,0.477777778,25.3333333,0.283333333,0.0729166667,0.0518055556,0.0844173442,0.0611111111,0.200000000,-0.0843662147
45631702,120|120|120,23|17|26,1,0.0862506450,0.486526573,120.000000,0.00000000,22.0000000,0.262407407,0.530666329,0.370943643,0.411181124,0.472091750,0.244444444,0.544444444,22.0000000,0.266666667,0.144027778,0.0887500000,0.0430894309,0.0277777778,0.283333333,-0.119485206
45703126,120|120|120,19|32|24,1,-1.95412648,1.80583101,120.000000,0.00000000,25.0000000,0.356712963,0.590004030,0.575659066,0.549069578,0.522130720,0.150000000,0.438888889,25.0000000,0.355555556,0.166527778,0.154166667,0.139295393,0.0888888889,0.377777778,-0.0409344519
45760231,39|38|39,1|1|1,0,8.63201277,-1.08596291,38.6666667,1.00000000,1.00000000,0.0410185185,0.368786675,0.0159610879,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0715277778,0.00833333333,0.00000000,0.00000000,0.183333333,-0.368786675
45761230,54|41|91,1|1|1,0,8.88539040,-1.13391257,62.0000000,50.0000000,1.00000000,0.0692129630,0.395887303,0.0376868377,0.00136708086,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0666666667,0.00916666667,0.00000000,0.00000000,0.161111111,-0.394520222
46021375,120|120|120,1|1|1,0,7.27699798,-0.544598536,120.000000,0.00000000,1.00000000,0.119814815,0.419757563,0.0385164839,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0772222222,0.00916666667,0.00000000,0.00000000,0.161111111,-0.419757563
46025137,120|120|120,22|12|22,1,1.09748893,-1.69720175,120.000000,0.00000000,18.6666667,0.123379630,0.550152033,0.350980618,0.392967817,0.407562419,0.355555556,0.666666667,18.6666667,0.272222222,0.0302777778,0.00708333333,0.00772357724,0.00555555556,0.0944444444,-0.157184216
46025317,120|120|120,14|15|30,1,0.117083568,-1.46307953,120.000000,0.00000000,19.6666667,0.171018519,0.516653616,0.392575466,0.476583378,0.467672179,0.222222222,0.522222222,19.6666667,0.255555556,0.0259722222,0.0100000000,0.0304878049,0.0333333333,0.133333333,-0.0400702372
46123507,120|117|99,4|4|4,0,4.84510304,-1.90072801,112.000000,21.0000000,4.00000000,0.0493981481,0.412877439,0.240290720,0.238178628,0.226253387,0.416666667,1.00000000,4.00000000,0.0833333333,0.0140277778,0.00000000,0.00000000,0.00000000,0.0611111111,-0.174698812
46135702,120|120|120,12|15|25,1,0.0555027952,-1.44098708,120.000000,0.00000000,17.3333333,0.133888889,0.605681200,0.526905376,0.490513796,0.435119903,0.205555556,0.594444444,17.3333333,0.216666667,0.0430555556,0.0301388889,0.0132791328,0.0111111111,0.105555556,-0.115167404
46135720,120|120|120,23|10|34,1,-0.939718842,-1.64037464,120.000000,0.00000000,22.3333333,0.174305556,0.601068012,0.558677503,0.511200493,0.492476203,0.177777778,0.477777778,22.3333333,0.316666667,0.0222222222,0.0204166667,0.0322493225,0.0166666667,0.100000000,-0.0898675190
46153720,120|120|120,29|27|18,1,-1.26552578,3.54757256,120.000000,0.00000000,24.6666667,0.529212963,0.534950293,0.514069426,0.503139016,0.495594597,0.250000000,0.494444444,24.6666667,0.222222222,0.150972222,0.220833333,0.251490515,0.261111111,0.438888889,-0.0318112766
46175302,120|120|120,18|16|15,1,0.945095217,-1.76466508,120.000000,0.00000000,16.3333333,0.140509259,0.561995776,0.481130046,0.410409892,0.402591562,0.333333333,0.633333333,16.3333333,0.205555556,0.0161111111,0.0158333333,0.00813008130,0.0111111111,0.0722222222,-0.151585884
46235071,120|120|120,42|40|44,1,-4.28383297,-1.34031411,120.000000,0.00000000,42.0000000,0.364351852,0.637337117,0.633533723,0.640579920,0.652084359,0.0722222222,0.216666667,42.0000000,0.494444444,0.0370833333,0.0316666667,0.0443089431,0.0388888889,0.122222222,0.00324280322
46235107,120|120|120,25|27|30,1,-2.04318138,-1.21238790,120.000000,0.00000000,27.3333333,0.197453704,0.608012075,0.570097352,0.561759178,0.560929812,0.127777778,0.327777778,27.3333333,0.366666667,0.0391666667,0.0381944444,0.0449864499,0.0777777778,0.116666667,-0.0462528964
46317250,120|120|120,30|22|27,1,-1.24705869,-1.97637548,120.000000,0.00000000,26.3333333,0.223009259,0.609731263,0.549152718,0.530099522,0.524038016,0.188888889,0.455555556,26.3333333,0.266666667,0.0152777778,0.00305555556,0.00284552846,0.0111111111,0.0555555556,-0.0796317410
46325017,120|120|120,8|21|13,1,1.31989071,-1.89345048,120.000000,0.00000000,14.0000000,0.118657407,0.501297624,0.391079413,0.408806059,0.396647743,0.227777778,0.677777778,14.0000000,0.205555556,0.0161111111,0.00263888889,0.00962059621,0.00555555556,0.0666666667,-0.0924915656
46327150,120|120|120,27|18|32,1,-0.820330183,-2.21564511,120.000000,0.00000000,25.6666667,0.175601852,0.563206584,0.497055264,0.516941486,0.502199992,0.222222222,0.505555556,25.6666667,0.294444444,0.00583333333,0.00291666667,0.00203252033,0.00000000,0.0444444444,-0.0462650980
46520731,38|37|27,1|1|1,0,8.81938287,-1.68816608,34.0000000,11.0000000,1.00000000,0.0418981481,0.396227581,0.0238557171,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0373611111,0.000416666667,0.00000000,0.00000000,0.0944444444,-0.396227581
46715203,120|120|115,9|25|1,0,2.73771954,-1.60952629,118.333333,5.00000000,11.6666667,0.116527778,0.543599945,0.456440249,0.311873683,0.263153324,0.583333333,0.772222222,11.6666667,0.150000000,0.0154166667,0.0205555556,0.0139566396,0.0111111111,0.0722222222,-0.231726262
46721503,120|120|120,10|13|6,0,2.02348368,4.87841413,120.000000,0.00000000,9.66666667,0.210509259,0.439807514,0.374144231,0.367193457,0.334829558,0.366666667,0.766666667,9.66666667,0.105555556,0.170555556,0.355694444,0.326558266,0.355555556,0.522222222,-0.0726140578
46725130,120|120|120,19|11|17,1,1.29973668,-1.36463026,120.000000,0.00000000,15.6666667,0.275231481,0.565362325,0.490291903,0.389898391,0.351023469,0.405555556,0.744444444,15.6666667,0.161111111,0.0170833333,0.0148611111,0.0172086721,0.0166666667,0.0833333333,-0.175463933
46730521,101|35|62,4|4|4,0,5.95720539,-1.38359138,66.0000000,66.0000000,4.00000000,0.0630555556,0.507737095,0.268313110,0.229680323,0.229093702,0.400000000,1.00000000,4.00000000,0.0444444444,0.0520833333,0.0390277778,0.00000000,0.00000000,0.155555556,-0.278056772
46731520,42|77|51,4|4|4,0,5.74374495,-1.91106577,56.6666667,35.0000000,4.00000000,0.0511574074,0.492448997,0.228438481,0.226077264,0.222569706,0.405555556,1.00000000,4.00000000,0.0833333333,0.0318055556,0.000972222222,0.00000000,0.00000000,0.0888888889,-0.266371733
47025136,120|120|67,8|24|1,0,4.48680492,-1.06263049,102.333333,53.0000000,11.0000000,0.128333333,0.570752575,0.362602803,0.240986718,0.221457140,0.644444444,0.861111111,11.0000000,0.100000000,0.0202777778,0.0437500000,0.0512195122,0.0611111111,0.122222222,-0.329765857
47025613,95|35|38,1|1|1,0,9.15560764,-1.78084066,56.0000000,60.0000000,1.00000000,0.0432407407,0.369274561,0.0480223153,0.0105147935,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0281944444,0.0127777778,0.00000000,0.00000000,0.0833333333,-0.358759768
47052136,120|120|120,29|26|30,1,-2.08613026,0.519301477,120.000000,0.00000000,28.3333333,0.297592593,0.587479473,0.541005286,0.575462457,0.554402959,0.133333333,0.372222222,28.3333333,0.305555556,0.0959722222,0.140277778,0.0661246612,0.116666667,0.266666667,-0.0120170159
47132650,120|120|120,11|15|19,1,0.168161720,-1.98623181,120.000000,0.00000000,15.0000000,0.152824074,0.579249299,0.520168389,0.502644147,0.436103931,0.183333333,0.550000000,15.0000000,0.188888889,0.0113888889,0.00111111111,0.00447154472,0.0111111111,0.0500000000,-0.0766051528
47156023,120|120|120,35|30|29,1,-2.09960676,-1.70742028,120.000000,0.00000000,31.3333333,0.164537037,0.581069024,0.518811441,0.555162908,0.584120966,0.111111111,0.305555556,31.3333333,0.355555556,0.0336111111,0.0281944444,0.0201897019,0.0277777778,0.105555556,-0.0259061155
47206513,120|120|120,25|24|33,1,-2.00917629,1.88158558,120.000000,0.00000000,27.3333333,0.275740741,0.599610465,0.562582188,0.551908815,0.545260188,0.166666667,0.377777778,27.3333333,0.322222222,0.160555556,0.175138889,0.143495935,0.177777778,0.333333333,-0.0477016503
47210635,120|120|120,17|14|16,1,0.394691402,4.52688229,120.000000,0.00000000,15.6666667,0.268518519,0.566569541,0.500770864,0.431229250,0.388557997,0.388888889,0.672222222,15.6666667,0.255555556,0.0954166667,0.236666667,0.403929539,0.472222222,0.544444444,-0.135340292
47216305,120|120|120,22|23|27,1,-1.06708801,0.793171845,120.000000,0.00000000,24.0000000,0.238981481,0.631553670,0.568189985,0.506799292,0.487592910,0.222222222,0.538888889,24.0000000,0.283333333,0.0848611111,0.107916667,0.149728997,0.161111111,0.255555556,-0.124754379
47230516,120|120|120,34|33|29,1,-2.01828509,-2.16554310,120.000000,0.00000000,32.0000000,0.0986111111,0.597266547,0.522960807,0.545894482,0.583266477,0.144444444,0.327777778,32.0000000,0.388888889,0.0194444444,0.00763888889,0.00962059621,0.0166666667,0.0833333333,-0.0513720655
47235016,120|120|120,33|34|36,1,-3.23333291,-0.889364620,120.000000,0.00000000,34.3333333,0.303472222,0.638089681,0.613330799,0.612413348,0.607059476,0.0944444444,0.277777778,34.3333333,0.405555556,0.0445833333,0.0550000000,0.0502710027,0.0777777778,0.155555556,-0.0256763332
47236105,120|120|120,37|41|39,1,-3.84921034,-1.40293423,120.000000,0.00000000,39.0000000,0.239953704,0.642735659,0.645525979,0.626808770,0.634411435,0.0833333333,0.238888889,39.0000000,0.494444444,0.0470833333,0.0372222222,0.0424119241,0.0333333333,0.133333333,-0.0159268890
47265310,120|120|120,9|27|9,0,2.20844031,-1.97551725,120.000000,0.00000000,15.0000000,0.102500000,0.495682417,0.297983729,0.329850974,0.363028145,0.394444444,0.744444444,15.0000000,0.205555556,0.0101388889,0.000138888889,0.000271002710,0.00555555556,0.0555555556,-0.165831442
47351026,120|120|120,15|31|24,1,-0.0754784741,-1.62155151,120.000000,0.00000000,23.3333333,0.122129630,0.545168649,0.430465871,0.439707877,0.480920338,0.233333333,0.505555556,23.3333333,0.288888889,0.0237500000,0.0194444444,0.0126016260,0.0388888889,0.122222222,-0.105460772
47356201,120|120|120,27|29|29,1,-2.04232377,-0.719962099,120.000000,0.00000000,28.3333333,0.240972222,0.582443735,0.546744282,0.555234012,0.565970852,0.0944444444,0.333333333,28.3333333,0.333333333,0.0608333333,0.0723611111,0.0556910569,0.0444444444,0.177777778,-0.0272097234
47516032,120|120|120,21|22|19,1,-0.0440180023,0.142437941,120.000000,0.00000000,20.6666667,0.290833333,0.613650740,0.560786377,0.479830341,0.412614403,0.355555556,0.661111111,20.6666667,0.177777778,0.0926388889,0.0884722222,0.0617886179,0.0333333333,0.233333333,-0.133820399
47602315,120|104|120,9|3|4,0,4.56429896,0.793557003,114.666667,16.0000000,5.33333333,0.110555556,0.552096245,0.396997755,0.223147506,0.145802049,0.733333333,0.961111111,5.33333333,0.0444444444,0.150277778,0.105833333,0.0326558266,0.0166666667,0.305555556,-0.328948739
47625130,120|120|120,33|30|38,1,-2.40005245,-2.21985615,120.000000,0.00000000,33.6666667,0.227083333,0.587912312,0.556974009,0.596790973,0.585717948,0.144444444,0.344444444,33.6666667,0.327777778,0.00763888889,0.00152777778,0.00596205962,0.0111111111,0.0500000000,0.00887866043
47631250,120|120|118,16|13|12,1,1.48851554,-2.14192076,119.333333,2.00000000,13.6666667,0.0716203704,0.516021343,0.420637884,0.420618432,0.387550566,0.322222222,0.666666667,13.6666667,0.183333333,0.00791666667,0.000277777778,0.00189701897,0.00000000,0.0500000000,-0.0954029109
47651032,49|51|53,1|1|1,0,8.52955217,-1.66891157,51.0000000,4.00000000,1.00000000,0.0357870370,0.372234929,0.0258492561,0.000124280078,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0287500000,0.000277777778,0.00000000,0.00000000,0.100000000,-0.372110649
