sigma,death-seeds,terminal-rules-seeds,cluster,pc1,pc2,death-mean,death-range,terminal-rules-mean,phenotype-activity-per-cell,entropy-early,entropy-middle,entropy-late,entropy-terminal,top1-terminal,top4-terminal,active-rules-terminal,terminal-rule-flux,class4-early,class4-middle,class4-late,class4-terminal,class4-peak,entropy-delta
70652413,120|120|120,1|10|24,0,1.81244648,1.25844012,120.000000,0.00000000,11.6666667,0.455138889,0.562737658,0.401609976,0.355836047,0.282574611,0.505555556,0.744444444,11.6666667,0.127777778,0.109444444,0.100833333,0.0704607046,0.111111111,0.277777778,-0.206901611
71026354,120|120|120,37|40|35,1,-3.36305063,-1.78148701,120.000000,0.00000000,37.3333333,0.267916667,0.638809459,0.641480260,0.623282809,0.608905146,0.138888889,0.316666667,37.3333333,0.427777778,0.0247222222,0.0243055556,0.0298102981,0.0111111111,0.0888888889,-0.0155266499
71032465,120|120|120,31|36|37,1,-3.65390557,-0.716785494,120.000000,0.00000000,34.6666667,0.395833333,0.651965943,0.645698441,0.625843788,0.606707922,0.105555556,0.283333333,34.6666667,0.472222222,0.0431944444,0.0495833333,0.0747967480,0.0722222222,0.155555556,-0.0261221546
71035246,120|120|120,31|29|33,1,-2.27371994,-1.58529409,120.000000,0.00000000,31.0000000,0.230231481,0.656702535,0.603285236,0.567091013,0.552833130,0.200000000,0.422222222,31.0000000,0.400000000,0.0281944444,0.0240277778,0.0226287263,0.0388888889,0.0944444444,-0.0896115222
71046325,120|120|120,30|27|31,1,-2.18253978,0.212206758,120.000000,0.00000000,29.3333333,0.280277778,0.622686114,0.566700467,0.553116074,0.549626681,0.172222222,0.422222222,29.3333333,0.394444444,0.0954166667,0.0994444444,0.0841463415,0.0722222222,0.261111111,-0.0695700398
71062453,120|120|120,25|14|24,1,-0.228512476,-1.81987106,120.000000,0.00000000,21.0000000,0.281064815,0.546998747,0.478252166,0.469191820,0.474280000,0.188888889,0.527777778,21.0000000,0.222222222,0.0105555556,0.00208333333,0.00338753388,0.0166666667,0.0500000000,-0.0778069271
71064325,120|120|120,7|6|8,0,2.79544694,3.28170550,120.000000,0.00000000,7.00000000,0.494768519,0.549887707,0.296471511,0.254932760,0.246968350,0.411111111,0.944444444,7.00000000,0.138888889,0.129583333,0.246111111,0.197560976,0.144444444,0.427777778,-0.294954946
71065243,120|120|120,30|27|30,1,-2.19049721,1.39916415,120.000000,0.00000000,29.0000000,0.354490741,0.613900821,0.555103572,0.549784881,0.553241009,0.150000000,0.405555556,29.0000000,0.338888889,0.0852777778,0.160972222,0.187669377,0.155555556,0.322222222,-0.0641159399
71324506,120|120|120,27|33|32,1,-2.26963992,-2.07455528,120.000000,0.00000000,30.6666667,0.176157407,0.627255385,0.567390662,0.565595254,0.576463627,0.100000000,0.338888889,30.6666667,0.377777778,0.0147222222,0.00847222222,0.0121951220,0.00555555556,0.0833333333,-0.0616601306
71430562,120|120|120,33|26|46,1,-2.75840327,-2.27811436,120.000000,0.00000000,35.0000000,0.150138889,0.628613886,0.576273490,0.567512372,0.601889445,0.0944444444,0.300000000,35.0000000,0.444444444,0.0158333333,0.00722222222,0.00799457995,0.00000000,0.0666666667,-0.0611015144
71462305,120|120|120,24|22|16,1,0.349680787,-1.92805068,120.000000,0.00000000,20.6666667,0.0863888889,0.555534753,0.426860389,0.412243119,0.484173834,0.194444444,0.494444444,20.6666667,0.216666667,0.0190277778,0.00583333333,0.00271002710,0.0111111111,0.0944444444,-0.143291634
71620435,120|120|120,13|28|27,1,0.0328949689,-2.05160075,120.000000,0.00000000,22.6666667,0.127407407,0.587355876,0.400603349,0.453153931,0.468218020,0.277777778,0.550000000,22.6666667,0.300000000,0.0129166667,0.00486111111,0.00433604336,0.0111111111,0.0555555556,-0.134201945
71623504,120|120|120,30|31|41,1,-2.72199477,-2.01248693,120.000000,0.00000000,34.0000000,0.216342593,0.626597694,0.592493316,0.590137059,0.584873130,0.150000000,0.344444444,34.0000000,0.422222222,0.0202777778,0.0140277778,0.0128726287,0.00000000,0.0833333333,-0.0364606342
71642305,120|120|120,10|24|15,1,0.555102616,-1.54743257,120.000000,0.00000000,16.3333333,0.142870370,0.575151614,0.487156089,0.445937967,0.428731838,0.227777778,0.605555556,16.3333333,0.188888889,0.0273611111,0.0166666667,0.0140921409,0.0222222222,0.100000000,-0.129213647
71642350,120|120|120,25|20|22,1,-0.629032153,-2.08909870,120.000000,0.00000000,22.3333333,0.213981481,0.581083197,0.505494943,0.481357809,0.494411674,0.183333333,0.494444444,22.3333333,0.300000000,0.00541666667,0.00236111111,0.000406504065,0.00000000,0.0500000000,-0.0997253879
72016345,120|120|120,30|28|34,1,-2.37962151,-0.569252106,120.000000,0.00000000,30.6666667,0.320879630,0.608454544,0.535177556,0.570864432,0.568958588,0.150000000,0.366666667,30.6666667,0.388888889,0.0451388889,0.0691666667,0.0598915989,0.0666666667,0.205555556,-0.0375901119
72046153,120|120|120,24|19|16,1,0.621492864,-1.38498735,120.000000,0.00000000,19.6666667,0.158935185,0.599341172,0.483601179,0.422021608,0.400609984,0.411111111,0.638888889,19.6666667,0.244444444,0.0325000000,0.0340277778,0.0210027100,0.00555555556,0.116666667,-0.177319564
72064531,120|120|120,14|17|14,0,2.11781440,-1.68709441,120.000000,0.00000000,15.0000000,0.0896296296,0.509555090,0.354170866,0.331713689,0.354416292,0.377777778,0.777777778,15.0000000,0.200000000,0.0222222222,0.0177777778,0.0128726287,0.00000000,0.0888888889,-0.177841401
72143065,120|120|120,18|19|15,1,0.575130936,-2.02484454,120.000000,0.00000000,17.3333333,0.118842593,0.551129215,0.429210550,0.445945484,0.450716863,0.205555556,0.550000000,17.3333333,0.183333333,0.0163888889,0.00277777778,0.00203252033,0.00000000,0.0555555556,-0.105183730
72143560,120|120|120,9|19|12,0,1.88208971,-2.05113954,120.000000,0.00000000,13.3333333,0.0860185185,0.535783097,0.378747597,0.355145017,0.362334282,0.305555556,0.744444444,13.3333333,0.205555556,0.00833333333,0.00194444444,0.000677506775,0.00000000,0.0444444444,-0.180638080
72150364,120|120|120,24|25|27,1,-1.21352554,-2.04792633,120.000000,0.00000000,25.3333333,0.158750000,0.583958174,0.536543198,0.539377875,0.528525232,0.144444444,0.438888889,25.3333333,0.283333333,0.0183333333,0.0125000000,0.00487804878,0.00000000,0.0666666667,-0.0445802998
72165304,120|120|120,22|18|18,1,0.161283634,-2.12654381,120.000000,0.00000000,19.3333333,0.122314815,0.583950997,0.487075805,0.465803588,0.455326817,0.238888889,0.572222222,19.3333333,0.233333333,0.00763888889,0.00208333333,0.000271002710,0.00000000,0.0555555556,-0.118147409
72365104,120|120|120,12|28|13,1,1.24287794,-2.01762807,120.000000,0.00000000,17.6666667,0.104537037,0.578935454,0.489116392,0.412038131,0.365752222,0.466666667,0.705555556,17.6666667,0.194444444,0.00805555556,0.000833333333,0.00176151762,0.00555555556,0.0555555556,-0.166897323
72543061,120|120|120,17|22|15,1,0.236277903,-1.22938027,120.000000,0.00000000,18.0000000,0.204027778,0.551676175,0.489407807,0.479842871,0.432956676,0.216666667,0.627777778,18.0000000,0.194444444,0.0215277778,0.0475000000,0.0276422764,0.0111111111,0.155555556,-0.0718333040
72564103,120|120|117,12|17|10,0,1.76372685,-1.98181765,119.000000,3.00000000,13.0000000,0.0695370370,0.546580199,0.386481685,0.391007216,0.377793629,0.316666667,0.705555556,13.0000000,0.183333333,0.0102777778,0.000833333333,0.000406504065,0.00000000,0.0833333333,-0.155572984
72614305,120|120|120,32|38|30,1,-2.82876328,-1.97572978,120.000000,0.00000000,33.3333333,0.223611111,0.646586045,0.609215223,0.612324681,0.589686694,0.138888889,0.316666667,33.3333333,0.383333333,0.0216666667,0.0123611111,0.0172086721,0.0166666667,0.0611111111,-0.0342613646
72641530,120|120|120,15|21|19,1,0.900492177,-1.97760370,120.000000,0.00000000,18.3333333,0.175462963,0.522996649,0.441936156,0.425683906,0.408178812,0.361111111,0.661111111,18.3333333,0.216666667,0.00625000000,0.00583333333,0.00203252033,0.00555555556,0.0500000000,-0.0973127437
72645103,120|120|120,7|4|2,0,4.66935081,-1.60766360,120.000000,0.00000000,4.33333333,0.111666667,0.581667195,0.380073357,0.192451873,0.136930491,0.750000000,0.983333333,4.33333333,0.0500000000,0.00902777778,0.00125000000,0.000406504065,0.00000000,0.0500000000,-0.389215321
72654103,120|120|120,26|34|34,1,-2.19616145,-2.04891356,120.000000,0.00000000,31.3333333,0.176435185,0.596780932,0.574925055,0.564202352,0.576736730,0.122222222,0.350000000,31.3333333,0.361111111,0.0180555556,0.0176388889,0.0128726287,0.0111111111,0.0666666667,-0.0325785795
73046512,120|120|120,43|37|41,1,-3.83165722,-1.15791457,120.000000,0.00000000,40.3333333,0.347453704,0.649026222,0.624439188,0.631455500,0.639382627,0.0888888889,0.250000000,40.3333333,0.400000000,0.0483333333,0.0388888889,0.0510840108,0.0222222222,0.138888889,-0.0175707216
73056412,120|120|120,27|15|29,1,-1.02109302,-1.44158516,120.000000,0.00000000,23.6666667,0.247870370,0.623672303,0.570615003,0.514925685,0.480697250,0.222222222,0.561111111,23.6666667,0.322222222,0.0443055556,0.0229166667,0.00663956640,0.00000000,0.105555556,-0.108746618
73056421,120|120|120,26|37|20,1,-1.54755329,0.283500391,120.000000,0.00000000,27.6666667,0.409722222,0.643507562,0.608832319,0.523619545,0.484454484,0.311111111,0.533333333,27.6666667,0.294444444,0.0544444444,0.0781944444,0.0789972900,0.127777778,0.250000000,-0.119888017
73150264,120|120|120,35|37|39,1,-3.49729586,-1.47120637,120.000000,0.00000000,37.0000000,0.258425926,0.653462915,0.625714268,0.627546344,0.612761500,0.127777778,0.294444444,37.0000000,0.466666667,0.0327777778,0.0370833333,0.0426829268,0.0222222222,0.133333333,-0.0259165708
73150624,120|120|120,32|40|32,1,-3.08928679,-1.68964255,120.000000,0.00000000,34.6666667,0.239537037,0.657834972,0.619351539,0.617977501,0.596923405,0.133333333,0.305555556,34.6666667,0.405555556,0.0318055556,0.0238888889,0.0279132791,0.00555555556,0.111111111,-0.0398574718
73240156,120|120|120,19|40|27,1,-1.39638576,-2.01989533,120.000000,0.00000000,28.6666667,0.159027778,0.629345123,0.536912327,0.526532026,0.525868601,0.194444444,0.461111111,28.6666667,0.322222222,0.0138888889,0.00763888889,0.00596205962,0.0277777778,0.0611111111,-0.102813096
73256014,120|120|120,20|22|34,1,-1.53790810,-1.28217609,120.000000,0.00000000,25.3333333,0.292407407,0.642617792,0.602295551,0.566463353,0.510059917,0.233333333,0.466666667,25.3333333,0.266666667,0.0284722222,0.0319444444,0.0212737127,0.0444444444,0.105555556,-0.0761544388
73561402,120|120|120,37|32|29,1,-2.42253213,-2.14496653,120.000000,0.00000000,32.6666667,0.208518519,0.582518334,0.546145723,0.586358792,0.584661226,0.122222222,0.338888889,32.6666667,0.388888889,0.0130555556,0.0104166667,0.0128726287,0.00555555556,0.0611111111,0.00384045778
73562104,120|120|120,36|33|36,1,-2.81370545,-1.65170051,120.000000,0.00000000,35.0000000,0.216296296,0.614276241,0.568409427,0.605923503,0.597131106,0.111111111,0.344444444,35.0000000,0.394444444,0.0323611111,0.0248611111,0.0249322493,0.0166666667,0.127777778,-0.00835273753
74051632,120|120|120,21|27|27,1,-1.13286144,1.01908512,120.000000,0.00000000,25.0000000,0.266064815,0.519229690,0.504579059,0.511773405,0.520576477,0.166666667,0.444444444,25.0000000,0.266666667,0.105555556,0.0994444444,0.144037940,0.161111111,0.311111111,-0.00745628498
74056312,120|120|120,28|24|26,1,-1.45432786,1.65445467,120.000000,0.00000000,26.0000000,0.312037037,0.529326445,0.499879858,0.526225252,0.527483482,0.161111111,0.450000000,26.0000000,0.300000000,0.150000000,0.179027778,0.126016260,0.133333333,0.327777778,-0.00310119301
74150236,120|120|120,30|25|27,1,-1.63001694,-1.53396258,120.000000,0.00000000,27.3333333,0.216759259,0.555435232,0.535869686,0.549335574,0.535756793,0.188888889,0.422222222,27.3333333,0.377777778,0.0331944444,0.0322222222,0.0235772358,0.00555555556,0.133333333,-0.00609965831
74156230,120|120|120,35|38|17,1,-2.22591289,-0.545815038,120.000000,0.00000000,30.0000000,0.300370370,0.584304563,0.583815658,0.562469321,0.563510771,0.116666667,0.366666667,30.0000000,0.322222222,0.0552777778,0.0711111111,0.0704607046,0.0555555556,0.188888889,-0.0218352421
74351602,118|120|120,15|14|10,0,2.60976060,-1.17749553,119.333333,2.00000000,13.0000000,0.129583333,0.543277106,0.451793915,0.323822362,0.276329161,0.611111111,0.783333333,13.0000000,0.122222222,0.0287500000,0.0418055556,0.0138211382,0.0277777778,0.122222222,-0.219454745
74352601,120|120|120,15|4|18,0,2.49063109,-0.906503123,120.000000,0.00000000,12.3333333,0.171527778,0.568184329,0.467644872,0.337751040,0.240658619,0.627777778,0.838888889,12.3333333,0.155555556,0.0581944444,0.0298611111,0.00772357724,0.0111111111,0.144444444,-0.230433289
74560123,49|27|21,1|1|1,0,9.18216239,-2.01746144,32.3333333,28.0000000,1.00000000,0.0480092593,0.345491343,0.0152476128,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0148611111,0.00125000000,0.00000000,0.00000000,0.0666666667,-0.345491343
74561023,47|55|45,1|1|1,0,8.59037993,-1.77548051,49.0000000,10.0000000,1.00000000,0.0615740741,0.383556149,0.0309324884,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0191666667,0.00250000000,0.00000000,0.00000000,0.0777777778,-0.383556149
74652130,120|36|120,2|2|2,0,7.92663447,-1.80380530,92.0000000,84.0000000,2.00000000,0.180601852,0.325166091,0.0889664534,0.0889664534,0.0889664534,0.755555556,1.00000000,2.00000000,0.00000000,0.00875000000,0.00000000,0.00000000,0.00000000,0.0666666667,-0.236199638
75041326,120|120|120,1|1|1,0,6.71832619,0.436211113,120.000000,0.00000000,1.00000000,0.440601852,0.437788275,0.0739189232,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0984722222,0.0305555556,0.00000000,0.00000000,0.211111111,-0.437788275
75042631,120|120|120,15|1|8,0,2.91778957,1.79992844,120.000000,0.00000000,8.00000000,0.480833333,0.570410191,0.420343355,0.277013398,0.203358568,0.633333333,0.888888889,8.00000000,0.0611111111,0.117083333,0.182083333,0.0498644986,0.0111111111,0.400000000,-0.293396793
75243106,120|120|120,18|12|16,1,1.03109957,-0.152432322,120.000000,0.00000000,15.3333333,0.169861111,0.547104515,0.441800515,0.371393928,0.422104068,0.255555556,0.611111111,15.3333333,0.188888889,0.0473611111,0.0463888889,0.128048780,0.0722222222,0.238888889,-0.175710587
75246301,120|120|120,24|23|20,1,-0.853331392,2.03829814,120.000000,0.00000000,22.3333333,0.308009259,0.560036836,0.487543364,0.505612581,0.480504676,0.227777778,0.511111111,22.3333333,0.272222222,0.109166667,0.180555556,0.208265583,0.211111111,0.338888889,-0.0544242545
76143025,120|120|120,23|20|26,1,-0.634296984,-0.898797209,120.000000,0.00000000,23.0000000,0.272453704,0.554619220,0.458565379,0.481320879,0.507451780,0.161111111,0.461111111,23.0000000,0.238888889,0.0427777778,0.0520833333,0.0253387534,0.0500000000,0.155555556,-0.0732983412
76145023,120|120|120,21|29|20,1,-0.750046713,-1.82644971,120.000000,0.00000000,23.3333333,0.316898148,0.544114756,0.539245303,0.501257727,0.480683962,0.250000000,0.533333333,23.3333333,0.288888889,0.00722222222,0.00333333333,0.00501355014,0.0111111111,0.0611111111,-0.0428570288
